num;titel;title_no_number;summary;duration;published
99;MBMBaM 99: Plunger Practicalities;Plunger Practicalities;"<p>Looks like we've made it! Look how far we've come, our babies. MaxFunDrive 2012 was a raging success, and it's all because you fine folks are so, so good to us. To thank you for your efforts, today's episode is pretty nasty.</p>
<p> </p>
<p>Suggested talking points: Buried Alive, OkCupid Skinsuit, Swimfanning, Family Nudity, Tower Heisting, Momnapping, Bishop the Thundarian, Bathroom Preparedness</p>";3601;2012-04-09 20:53:46+00:00
98;MBMBaM 98: Two til' Tulsa;Two til' Tulsa;"<p>It's our second, super long MaxFunDrive special! We're celebrating by introducing our new Wrestlemania-themed podcast within a podcast, and by talking about which common household objects are dangerous for you to press your genitals into.</p>
<p> </p>
<p>Suggested talking points: Wrestlemania, Annoiding, Truckin', Conversational Currency, Sexting, Sleep Death Pods, Skyscared, Butter Doesn't Work</p>";4382;2012-04-02 17:44:21+00:00
97;MBMBaM 97: Stevurkel;Stevurkel;"<p>It's the first part of our two-part Max Fun Drive extravaganza! Reach into them pockets, and pull out whatever's in there, and then throw that away. We don't want your change, folks. We want sky-high stacks of crisp American bills.</p>
<p> </p>
<p>Suggested talking points: Chuckle Tax, Terra Nova, The Thickness, First Impression Beans, Secret Marriage, Dungeons and Death, Dropping LBs, Step By Step</p>";3721;2012-03-26 15:04:53+00:00
96;MBMBaM 96: Ven Conmigo a Jurassic Park;Ven Conmigo a Jurassic Park;"<p>Ssh. Oh, man. You guys are going to have to keep it down this week. We're feeling a little under the weather, which is to say, under the exorbitant number of St. Patrick's Day beverages we consumed. Let's just get through this one, okay?</p>
<p> </p>
<p>Suggested talking points: A Quiet Podcast With the Lights Off, Hunger Games: Abridged, Little Monsters Only, Playplace Wedding, Its'a Me Kevin, President Doritos</p>";3153;2012-03-19 14:56:08+00:00
95;MBMBaM 95: Giamatti, Go!;Giamatti, Go!;"<p>It's a week of highs and lows for the McElroy bros, ranging from tragic revelations about Golden Corral visits to how great it would be if famous Hollywood actors were actually Pokemon. Stuff it!</p>
<p>Suggested talking points: The Sore Tooth, Bat Pelts, Pet Celebrities, The Game of Bones, Making it Dwayne, ""Put Your Soap in My Soap,"" Continental Divide, OG Water</p>";3705;2012-03-13 14:49:00+00:00
94;MBMBaM 94: The Secrets of Dilbert;The Secrets of Dilbert;"<p>We know that you'd never be so bold as to ask us to talk about relevant events like college basketball championships -- so we went ahead and fulfilled that request for you. We know, it's like we share a single brain! Now, we're going to make you think about nachos.</p>
<p> </p>
<p>Suggested talking points: Hoop Bros, Stop Snitchin', Tieboner, Babydoctor, Lock up Your Kids, Coal-Fired Internet, Gallagher v. Gallagher, A Recap of Brett Favre's Career</p>";3410;2012-03-06 14:52:19+00:00
93;MBMBaM 93: Dax is All;Dax is All;"<p>We can't think of an episode that's as timely and relevant as the one you're about to listen to. Just in time for the Oscars, we're bringing you some truly sage-like movie talk. Sadly, that movie came out in 2004, and was the worst thing ever.</p>
<p> </p>
<p>Suggested talking points: P.O.D., Impossible Dave, President Lamppost, Getting Zucked, Squatching, Dickolletage, Without a Paddle</p>";4047;2012-02-27 16:03:22+00:00
92;MBMBaM 92: Ten Thousand Throbs;Ten Thousand Throbs;"<p>Happy Presidents Day, everyone! Join us as we reflect upon the executive successes of administrations past, present and future, and also as we talk about which Presidents are the cutest.</p>
<p> </p>
<p>Suggested talking points: Prez Fight, Pinterest, Fly Exam, Psychic Battlefield, Lady Dupe, Scoville Units, Tv Freebase, Dig Deep No Fear, Jeopardy Angels</p>";3329;2012-02-20 15:54:24+00:00
91;MBMBaM 91: Feeding Frenzy;Feeding Frenzy;"<p>We appear to have forgotten that it's Valentine's Week, because this particular episode doesn't include much actionable romantic advice. If only today were a holiday celebrating sword-based home security.</p>
<p> </p>
<p>Suggested talking points: The Death of Zydeco, Krill Out Ya' Gills, Handsomeness, Dirty Diamonds, Boxing Tips, Budz, Civil Swords, Panic Rooms</p>";3452;2012-02-13 16:37:19+00:00
90;MBMBaM 90: Dworp;Dworp;"<p>It's time for us genuine sportspeople to gather around and talk about the big game that we're legally prohibited from talking about! How did we skirt around these restrictive broadcasting regulations, you ask? Well, we spent most of our time talking about imaginary babies.</p>
<p> </p>
<p>Suggested talking points: Potatoes McGee, Pleasure Buddies, Potter v. Rodgers, Skilled Labor, Cracker Barrel, Baby Island, Moist, The Creek, Mini-Mini Imaginary Baby Golf</p>";4194;2012-02-06 17:01:53+00:00
89;MBMBaM 89: Grab the Merkin;Grab the Merkin;"<p>We're centering our chakras and aligning our voodoo power centers to bring you our most spiritual episode to date. Come, join us as we look not only into the problems of our dear listeners, but also, the maladies of the soul.</p>
<p> </p>
<p>Suggested talking points: Prisoner of Worship, Fridge, Third Wheel, Arch Duke Zach Morris, Dupree'd, Merksmanship, Bakulover</p>";3257;2012-01-30 14:54:59+00:00
88;MBMBaM 88: The Lion, The Witch and the Boyskinz;The Lion, The Witch and the Boyskinz;"<p>My Brother, My Brother and Me 88: The Lion, The Witch and the Boyskinz</p>
<p> </p>
<p>We're standing alongside our online brethren as we fight off the oppressive chokehold of internet-ruining federal legislation! If you don't find this week's episode amusing, it's because we blacked out all of the potential comedy. That'll teach you, Congress.</p>
<p> </p>
<p>Suggested talking points: SOPA, Fourthmeal, Oberstian Punishment, YUUUUP, Creeped Off, Buttsongs, Cake Boss</p>";2855;2012-01-23 17:45:30+00:00
87;MBMBaM 87: A Murder of Uncles;A Murder of Uncles;"<p>Yes, we took an impromptu vacation last week, for which we're eternally sorry. However, we come to you today as fully refreshed men, prepared to answer your queries and assail the internet-at-large with verbal and physical abuse. Come, beat up the internet with us.</p>
<p> </p>
<p>Suggested talking points: Footsmanship, Whipped, The Pebbles Voicemail, Goat Boyfriend, Twerk Squats, Mr. Paula Deen, Lettuce, Run-around, Full House Trivia, When to Hold 'Em, Pokeality</p>";3602;2012-01-16 16:48:14+00:00
86;MBMBaM 86: Get It;Get It;"<p>It's a new year, and a new you -- and man, we really hope that the new you likes goofs about wieners, because we have them in spades. We've also got a little bit of warm encouragement to help you complete your resolutions, couched comfortably within even more genital humor.</p>
<p> </p>
<p>Suggested talking points: Twenty-Dozen, Hairstyle Secrets, Taco Coordinator, Hipster Walrus, Along Came Polly Museum, Dickbats, Bathroom Brother, Feety Pajamas, Loveboss</p>";3362;2012-01-02 16:07:35+00:00
85;MBMBaM 85: Candlenights 2011 Special;Candlenights 2011 Special;"<p>It's our second annual Candlenights special, and you know that means! Actually, you might not, since it's only the second time we've done it. Oh, well, it means that we go the whole episode without dropping any profane language, so you can share it with your innocent, nubile ears. Also, you shouldn't say ""nubile ears"" in front of them, because that's kind of profane.</p>
<p> </p>
<p>Suggested talking points: Raspberry Pillow, The Long Con, Santa Baby, Trampires, 1 P.E., Christmas Conspiracy, Forever Lazy, Mistlesmooch, Measure Your Year in Gifts, The Briefness, Unwanted Twilight, Cat Buglary </p>";3354;2011-12-26 21:41:39+00:00
84;MBMBaM 84: Face 2 Face 4: Sippin' on Chillerz;Face 2 Face 4: Sippin' on Chillerz;<p>It's the second part of our recent live show double header in Austin, Texas. Don't feel compelled to skip it if you already listened to the last one! It's got entirely different questions, and also, we get significantly more tore-up on three-dollar Walgreens booze.</p>;3389;2011-12-19 15:26:30+00:00
83;MBMBaM 83: Face 2 Face 3: Tokyo Drift;Face 2 Face 3: Tokyo Drift;<p>We're live in Austin for the first part of our two-show comedy extravaganza. As it turns out, everything is bigger in Texas, and boy, does that include shame. Come, listen to our ill-conceived goofs and monkeyshines.</p>;3311;2011-12-13 01:37:27+00:00
82;MBMBaM 82: Fried Green Lockout;Fried Green Lockout;"<p>We're trying awfully hard to hitch our caboose of comedy to the engine of holiday cheer, but it's pretty difficult to do so when the world's events try to bring us down at every turn. Today, we mourn the falling of a political titan. Join us.</p>
<p> </p>
<p>Suggested talking points: Cain Train, Shorty, Aggro-Sexual Art, Bite the Rose David, Teeeeens, Instructions for Salvation, The Long Hoard, Gender-based movies, Podtraxx, MADDAFCS</p>";3576;2011-12-05 15:18:55+00:00
81;MBMBaM 81: Pizza Roll Suicide;Pizza Roll Suicide;"<p>Happy week of Thanksgiving, everyone! In this episode, we discuss the many, many things on this Earth we're grateful for, and offend the Pat Morita estate within the first 90 seconds or so. It's a holiday show the whole family can enjoy, assuming they are bad people.</p>
<p> </p>
<p>Suggested talking points: Sweet Potato Protocol, Five Years of Lovin', Sexy Kickball, Man vs. Sadness, Washing Off the Night, Risk/Reward, Before Twilight, Turbacon, On a Good Day</p>";3738;2011-11-21 16:22:51+00:00
80;MBMBaM 80: For and By Dummos;For and By Dummos;"<p>This week's episode is a little late, because Griffin spent all weekend in New Orleans. On the plus side, he speaks with a cajun accent the whole time! On the minus side: It is incredibly offensive to everyone.</p>
<p> </p>
<p>Suggested talking points: Creepin', Vitamin Caddy, Heartpool, Infected City, Arcade Fire of 1972, Dovahkiin, My Gushers, Yellowcard</p>";3193;2011-11-14 19:12:11+00:00
79;MBMBaM 79: Who Guginoed?;Who Guginoed?;"<p>This week, the McElroy brothers are celebrating their own birthdays. All three of them. They were all born on the same day, because their parents would never do something so cruel as to leave one of them out of shared birthday festivities.</p>
<p> </p>
<p>Suggested talking points: Birthdaze, Trivia Stragglers, Itchy Secrets, Lump Sums, Heart's Desire, Five Minutes of Seaman Humor, Purest Truesilver, Goof Ya to Sleep</p>";3796;2011-11-07 16:10:43+00:00
78;MBMBaM 78: Fly Me to Heaven, Kid Vid;Fly Me to Heaven, Kid Vid;"<p>It's our super special Halloween Spooktacular, and you know what that means: We quickly forget that it's Halloween, and start going off on tangents about high school boners and how cool Randy Jackson's eyewear is. Pretty spooky, right?</p>
<p> </p>
<p>Suggested talking points: Dogg Pound, Hearse, Ingratia, Clownfish, The Fight Club Heist, Engorged, Cat-calling, Moving Like Jagger, The King of Dead</p>";3711;2011-10-31 15:12:42+00:00
77;MBMBaM 77: The Hole Shebang;The Hole Shebang;"<p>Just one short week -- well, okay, one normal-sized week -- stands between us and Halloween. Are you ready, dear listeners? Have you assembled your costume? Planned your event calendar? Candied your corn? Don't worry if you've fallen behind; we've got some tips for the stragglers.</p>
<p> </p>
<p>Suggested talking points: Halloween Prep, Pay it Forward, Gossip Boy, Dracula: The Gun, Nailfreak, Family Ties, Prince's Business, The Giamatti Test, Facekissbook</p>";3556;2011-10-24 14:43:00+00:00
76;MBMBaM 76: Food Versus Man;Food Versus Man;"<p>We'd like to take some time in this episode to apologize for all the straight-up erroneous garbage we've spouted in our previous dispatches. Of course, our apologies aren't comprehensive -- that would take the full hour -- but we come as close as we can manage.</p>
<p> </p>
<p>Suggested talking points: Fill in the Gaga, Raspberry Fizzlespritz, Choddler Boyfriend, Genuine Bieber Fur, Toker Grace, Sad Libs Two, Manicurious, Skittlenips, Frank Lloyd Dirty Boi, Ghostly Doorknob</p>";3427;2011-10-17 16:09:13+00:00
75;MBMBaM 75: Everbuddies;Everbuddies;"<p>We were on a pretty tight timetable to get this particular episode out, so it may not be the feature-length epic you've been hoping for. Don't blame us, blame the terrorists. (Also, the gourds.)</p>
<p> </p>
<p>Suggested talking points: Party Pupa, Homeschooled, Jeans-Vault, Gundammit, Grandpa Cop, Firework, Crocoswine</p>";2868;2011-10-10 17:27:05+00:00
74;MBMBaM 74: Hey Baby;Hey Baby;"<p>Is your body prepared for the ravages of cold and flu season? Are you all stocked up on vitamins B, C, E and J? If not, you need to listen to this episode -- it has all the nutrients your body craves.</p>
<p> </p>
<p>Suggested talking points: Contagion, Ectoplasm, Pants Music, Sexy Cops, Bruceaphobia, Tech Wizard, No Phone, 12 Angry Feet</p>";3533;2011-10-03 13:46:54+00:00
73;MBMBaM 73: Gooshing from the Johnson's;Gooshing from the Johnson's;"<p>On this day 18 years ago, the world of broadcasting was changed forever by the debut of one of television's finest programs: Boy Meets World. Today, My Brother, My Brother and Me does its part to keep the fires of Cory, Topanga and Shawn alive and roaring.</p>
<p> </p>
<p>Suggested talking points: Plus Zero, Greed of the Magi, Jerkin' Abbey, Almost Perfect, Homeless Delights, Scrotoshop, Taste My Steel, SMG Smooch</p>";3395;2011-09-26 15:16:14+00:00
72;MBMBaM 72: Propositions;Propositions;"<p>This week's episode is all about fresh experiences, like Travis' new horrible segment, or the first Pumpkin Spice Latte after a year of not drinking Pumpkin Spice Lattes. Out with the old, in with the new! (Actually, we're keeping the old.)</p>
<p> </p>
<p>Suggested talking points: Pumpkin Spice Latte, Open the Briefcase, Stoneymoon, Extraordinary Accent, Sad Libs, Jerk-It Sheath, Bounce O' Clock, Get Busy Living Together</p>";3133;2011-09-19 14:48:51+00:00
71;MBMBaM 71: Swaddling;Swaddling;"<p>We come to a consensus pretty late in this week's episode that it is, against all odds, our yuckiest hour of programming to date. We suggest listening to it in a warm bath, so's all the yuckiness from our mouth-words washes off instantantly.</p>
<p> </p>
<p>Suggested talking points: Hug Your Hound, Zune of Love, BBFFE, Bonejockeys, Doctor Llama, Babypolice, Wyngz, Roommate Date, What a Love, The Road, Destineeeeeeeee, Superman</p>";3867;2011-09-12 16:58:12+00:00
70;MBMBaM 70: Spit on a Dog;Spit on a Dog;"<p>We hope you guys share our rampant fervor for Emmy season, because it's basically all we're talking about on this week's episode. Actually, we start out the episode talking about it for like two minutes, and then never return to it again, which is kind of par for the course.</p>
<p> </p>
<p>Suggested talking points: Nuclear Family, Lonely Dew, Recovery Sandwich, The Bounty Hunter, Expectorate, Cat in a Hat with a Hat, Ambiguous Boyfriend, A Lonely Year, Skinny Driving</p>";3507;2011-09-05 15:44:50+00:00
69;MBMBaM 69: Krumbelievable;Krumbelievable;"<p>We're coming to you live (see: pre-recorded) from the Pacific Northwest, talking about all the important issues that saturate the worry centers of your brain. Like, for instance, are we having a pleasant time in the Pacific Northwest? How is its temperate climate treating our sensibilities? What's up with the Puget Sound, you guys?</p>
<p> </p>
<p>Suggested talking points: Tossed Salad and Scrambled Eggs, An Olyphant's Faithful 100 Percent, Funnel Cloud Coitus, Skittles and Romance, Screaming Brain, Rubberbaby, The Taking Tree, 4th President, Legs and How to Use Them </p>";3606;2011-08-29 18:19:00+00:00
68;MBMBaM 68: Never Stop Dancing;Never Stop Dancing;"<p>We realize that today's going to be fairly rough on the more youthful portion of our audience, as they'll be forced to march back to the confines of their educational prisons for nine more brutal months. We feel you, friends -- and that's why this week's episode is geared to help you deal with your back-to-school anguish.</p>
<p> </p>
<p>Suggested talking points: Get Fit, Chess Team Cabal, The Dean's Couch, Cello Man, Dumb Things Justin Did in College, Figure 8, Kiss Flower, Seven Stars, Sexual Ed, Cursing Cursive </p>";3775;2011-08-22 14:15:46+00:00
67;MBMBaM 67: Borrowed from a Horse;Borrowed from a Horse;"<p>Look: You're here, we're here, let's just get this thing done. Just a quick and dirty episode, fired straight from the hip, like guns are sometimes fired. By cowboys. Really, really hasty and inaccurate cowboys. </p>
<p> </p>
<p>Suggested talking points: Gorto: The Enormous Man, Jackback and Vid Kid, Fleetwood Maxx, Horse's Heatguts, Couchsurfing, Belly Shirts, Sam Elliott's Moustache, Cinco de Lovemaking, Spanking Party</p>";3748;2011-08-15 16:00:59+00:00
66;MBMBaM 66: Beaches: The Book of the Movie;Beaches: The Book of the Movie;"<p>Unless this show ends up going on until the end of recorded time, this, our 66th episode, is likely to be our most satanic installment ever. We heard from this cool dude we met at our local incense store that if you play it backwards, you can hear all kinds of secret, totally psychedelic messages.</p>
<p> </p>
<p>Suggested talking points: Bad Investments, Dream Spelunking, Dorm Warden, Looking at a Picture of Tracy Chapman, Mark Twain's Latest, Mighty Max Hash, Cool Urinal, Love Lawyers, The New Lunchbox</p>";3886;2011-08-08 15:30:00+00:00
65;MBMBaM 65: Lady Zoo;Lady Zoo;"<p>Let's beat that summer heat together, friends, by staying out of the sun's angry rays, and staying in the cool comfort of our loving advice. Come on in, partner. We've got central air, and ice-cold Diet Pepsis.</p>
<p> </p>
<p>Suggested talking points: HTMLOL, Dracula's Quiznos, Best Friend's Girl, Sloppy Rhino, S&amp;M Cult, Eleven Keyboards, Two Sunsets, Bustin'</p>";3613;2011-08-01 16:02:05+00:00
64;MBMBaM 64: Giant Scott Bakula;Giant Scott Bakula;"<p>We took a brief breather from our tightly-regimented schedule of collecting Archie backissues and stalking Jon Favreau around the San Diego Comic-Con showfloor to break you off a slice of wisdom. Come, throw on your Spike Spiegel costume, and let's get this party started.</p>
<p> </p>
<p>Suggested talking points: The Fattest Doctor Who, Chlamydia Day, He Who Shall Not Be Invited, Cooking, Space Camp, Quantum Leap 2, Creepin'</p>";3125;2011-07-25 13:17:54+00:00
63;MBMBaM 63: R.I.P.B.E.P.;R.I.P.B.E.P.;"<p>Do you guys remember the day the music died? We certainly do, because that day was last week, and also because we have super good memories. We're all up on that Ginkgo Biloba tip. </p>
<p> </p>
<p>suggested talking points: The Meaning of Creed, Dale Carnegie Jr., Skin Adjacent, References, E.E. Cummings Pie, Rumping, The Cat Talk, Sandwich 2.0 </p>";3741;2011-07-18 12:42:18+00:00
62;MBMBaM 62: My Dark Twisted Pretzel Fantasy;My Dark Twisted Pretzel Fantasy;"<p>Instead of accepting and moving on from the fact that we missed last week's show to celebrate our freedom and heritage, we're just going to make-pretend that it's still last week. Which we're going to have to do every week until the end of time, we guess. We're not big on exit strategies, here.</p>
<p> </p>
<p>The Zookeeper Collapse, Virginity Bandz, Malldate, Carrot Top Canary, Earth Girls are Easy and Deeply Submerged, Yu-Gi-Oh-Yeah, Stankadank, Cake Boss: The Dog </p>";3091;2011-07-11 13:31:22+00:00
61;MBMBaM 61: Steak'em and Tubes;Steak'em and Tubes;"<p> </p>
<p>There a lot of important, history-making events going on around this big, blue world of ours, and we'll be entirely damned if we're going to talk about any of them. No, instead we're talking about much more topical things, like if the Matrix is real.</p>
<p> </p>
<p>Suggested talking points: Steaker's Dozen, Slarshed and Dumpst', Not Like This, Electric Neil, Love and Dentistry, The Cap'n and The Gorilla, Hip-Hop Steamboat, President Haggar</p>";3973;2011-06-27 13:51:00+00:00
60;MBMBaM 60: Discretion for Miles;Discretion for Miles;"<p>We've wished our father a Happy Father's Day the only way we know how: By making him proud of the things we say in our audio podcast. We probably should have asked him whether discussions about Hitler's ghost are the kind of thing that made him proud.</p>
<p>Suggested talking points: DickTwit, Hanging Out, Taco Bell Practicality, Hitler King vs. TMNChurchill, Dylan's BBGear, Tag It, Perfect Ponies, Pudcast, Pawnties, Grandpa Foot Fetish</p>";3661;2011-06-20 13:37:45+00:00
59;MBMBaM 59: Real Talk Live: Face 2 Face 2;Real Talk Live: Face 2 Face 2;<p>More real. More talk. More live. We took to the stage at the Cincinnati Shakespeare Company -- which is in Cincinnati, you might have guessed -- to do our second live show ever. Come, share in the yuks! Also, the animosity.</p>;4008;2011-06-13 21:23:00+00:00
58;MBMBaM 58: Manifest Goodburger;Manifest Goodburger;"<p>Hey, you made it! We were getting worried. Some of the guys, they were like, ""Oh, listener? They're not gonna show."" And we were like, ""No, man, you don't know listener like we know listener. They're good for it.""</p>
<p> </p>
<p>Suggested talking points: Phat Beach Con 2011, Kel's Antics, High Art, Peterin' Out, Normin' Up, Twin Mayors of Birthday Town, Megatoots, Another First Kiss, Verne Troyer Awareness</p>";3311;2011-06-06 13:49:45+00:00
57;MBMBaM 57: Batman: Generations;Batman: Generations;"<p>Illness, fatigue and supernatural forces attempted to derail our regular recording schedule, but you know what? Ain't nothing gonna break-a our podcasting stride. Nobody gonna hold us down. Oh no! We've got to keep on advising.</p>
<p> </p>
<p>Suggested talking points: High Seas Tutelage, Shooty's, Seed and Sap, Paul Blart: Dark Knight, R.V. Double-Header, Higgs-Boson, Electro-Bryan, The Stupid 92, Sit and Spin, Restarting the Fire </p>";3388;2011-05-30 14:00:02+00:00
56;MBMBaM 56: Wet Hugs;Wet Hugs;"<p>After recording in the comfort, safety and familiarity of our daddy's house, we've returned once again to our respective Midwestern and Appalachian home bases. It's sort of like that song ""Country Roads, Take Me Home,"" only ... um, in reverse. </p>
<p> </p>
<p>Suggested talking points: Kirk Cameron: Envoy to the Stars, GORP, Never Been Embraced, Candybeer, Crushed by a Yeti, Futureballs, Blanketarian, Where's Falcone</p>";3285;2011-05-23 13:37:54+00:00
55;MBMBaM 55: Spaghettageddon;Spaghettageddon;"<p>We did another episode together in the same room, sitting on the same couch. We're very, very sorry about the slight dip in sound quality, but we do not apologize for the weird, weird things we say due to our proximity. See you guys at Pasta Party 2012!</p>
<p> </p>
<p>Suggested talking points: Destination Wedding, Ally McBathroom, A Frame for Fame, The Gym Ruiner, French Science/British Crime, The Pussycat Discography, The Book of Robots, Sister Sister, The Shrek Ending, Violet Bonergard</p>";2980;2011-05-16 12:44:00+00:00
54;MBMBaM 54: Thorwatch 2011;Thorwatch 2011;"<p>Hope you guys like Thor. We're talking Thor. It's basically all we're about, now. Advice, and also Thor, and sometimes long-since-cancelled television crime dramas. But mostly, just the Thor, thanks.</p>
<p> </p>
<p>Suggested talking points: Loki Love, Willpower, Party Avoidance, PB Proboscis, Minigolf Kidnapping, Tantric Relief, C'mon and Graduate, Cold Case, Yabba-Dabba Divorced</p>";2996;2011-05-09 13:54:34+00:00
53;MBMBaM 53: Doctor Jamilton;Doctor Jamilton;"<p>This episode of My Brother, My Brother and Me comes to you courtesy of the Red, White, and Blue. Also, courtesy of the Millwall Football Company, people who are naked all the time and an irrational anger towards Science and God.</p>
<p> </p>
<p>Suggested talking points: Back-up Lover, Sex and Robotics, Potluck Contest, Nakedness, Food Babies, Soccer Wedding, Jim Charm, Mister Brad, Hug Safari</p>";3616;2011-05-02 17:00:00+00:00
52;MBMBaM 52: Ruggratz;Ruggratz;"<p>We warn you: This particular episode is so chock-full of handy Easter tips, you'll wish you could time travel back to yesterday or, rather, 364 days into the future, to a time where that kind of information would be even remotely relevant. Also, we briefly rap about Apollo Four-Forty.</p>
<p> </p>
<p>Suggested talking points: JC Chasez' Hang Glider of Success, Robodope, Weddingmania, Wolf Blitzer is Made of Light, King of Computertown, Dudekisses, Sexy Egg Hunt</p>";3197;2011-04-25 13:22:00+00:00
51;MBMBaM 51: Real Talk Live: Face 2 Face;Real Talk Live: Face 2 Face;"<p>It's MBMBaM's first live show ever -- and man, what a way to start our on-stage career! Not because we did a particularly good job, but because we very nearly talked about child pornography for a few minutes. We grabbed that bull right by the horns, and we stared at its eyes, and we said, ""No, we probably shouldn't talk about child pornography. That's illegal.""</p>
<p>Thanks to Jordan, Jesse Go for setting up such a special, intimate night, Dan Telfer for his special, intimate hosting, and every single person who came out to Second City for the show! You guys are, as ever, the cat's 'jamas.</p>";1897;2011-04-20 14:33:01+00:00
50;MBMBaM 50: Forever a Whitford, Nary a Cooper;Forever a Whitford, Nary a Cooper;"<p>You guys have stuck with us through one year of monkeyshines, we've decided to reward you with a very, very special episode. What makes it so special, you ask? Its remarkable averageness. It took weeks of careful calculations, but we've managed to put together a real middle-of-the-roader, with levels of mere adequacy that you're likely not accustomed to.</p>
<p> </p>
<p>Suggested talking points: A Stein of Mayonnaise, Work It Day, Doppler Dating, Roy Halladay: Known Robot, Prodigy Balls, The Workout of Independence, Boice-Over Fartist, Soul in Your Bowl, Little 54</p>";3347;2011-04-11 13:41:56+00:00
49;My Brother, My Brother and Me 49: More Power;More Power;"<p>So, let's get this out of the way from the get-go: It's an odd episode. Justin's rapping on death's door, Travis is reading questions and Griffin is, as ever, high on peyote. We're not saying you should skip it, but ... well, let's temper those expectations, shall we?</p>
<p> </p>
<p>Suggested talking points: A cameo from Tom Waits, Art Installations and Angel Tests, Straight Cos', Danny/Joey/Ghost Alpaca, Full-Body Spanx, Khakis, Strategic Home Improvement Reserve</p>";3516;2011-04-04 13:37:27+00:00
48;My Brother, My Brother and Me 48: Math Blaster;Math Blaster;"<p>
<p>After two weeks of terrifying change, we've managed to get the show back on its regular schedule. Though our brief tryst with Tuesday was exciting, we know that there are some folks out there who need a booster shot of wisdom to start off their working week. Well, here you go, wisdom junkie.</p>
<p> </p>
<p>Suggested talking points: Hot Pocketism, Citizen of Jamaica, Wake and Cake, Deed to the Boathouse, Dad's Rig, Bongotron 3000, Math Boner, Present Fight, No Rules Just Right, Tickle Prostitute</p>
</p>";3122;2011-03-28 13:39:13+00:00
47;My Brother, My Brother and Me 47: Sleeve It;Sleeve It;"<p> </p>
<p>Hey! You're back. We're back too, though some of us are still weary with the rigors of travel. That won't keep us from wisdoming you, though. We are going to wisdom you like you've never been wisdomed before.</p>
<p>Suggested talking points: Moon Almighty, Gravbongin', Blades of Grass, Ponybond, Blessing Power, GriffinSpaceJam.com, Stinkhands, ID4play</p>
<p> </p>";3155;2011-03-22 13:34:00+00:00
46;My Brother, My Brother and Me 46: Todd 'N Tony Stew;Todd 'N Tony Stew;"<p>
<p>On this week's episode, we take a short victory lap for the successes and triumphs of the Maximum Fun Drive. Actually, we don't take an actual lap, as we're all pretty out of shape, and that would make for some pretty bad radio. Just know that when we talk about Tyra Banks as a Street Fighter, we're doing so with victorious vim.</p>
<p>Suggested talking points: Squatters' rights, Love me like Jerry, George Lopez: The Chair, Eeney-Meeney, Veggiefriends, Cool.com, Eyebraushes, The Power of Love, Bathtub Broth </p>
</p>";2793;2011-03-15 14:00:34+00:00
45;My Brother, My Brother and Me 45: The Loom;The Loom;"<p>
<p>It's part two of our two-part, extra-super-long, unreasonably-and-needlessly-hyphenated MaxFunDrive special. Come, join us as we share all the wisdom we have left in our bodies. Just kidding! Our advice glands are as productive as ever. These bad boys are just ripe for the draining.</p>
<p>Suggested talking points: Ol' Bub, Slaughterhouse Saturdays, Bible.com, The Crimson Tide, Pizzacrime, A Broken Hat, G'Day, Bus-Guy, A Goofus, The Permanent Wink, Sexy Proposal Time</p>
</p>";3850;2011-03-07 14:37:58+00:00
44;My Brother, My Brother and Me 44: Chunk Pump;Chunk Pump;"<p>We hope you love unprecedentedly long episodes of podcasts, dearest friends, because that's exactly what you're getting -- this here episode contains a plump 81 minutes of wisdom and joy. We also hope you love supporting extra-long advice podcasts, because it's pledge week! We'd sure like it if you could lend a hand -- after all, we ain't heavy. We're your brothers. </p>
<p>Suggested talking points: Sexypants, Dragon Puberty, The Laws of Love, Ezekiel's Next Top Sister Wife, B'Doodleykitten, Paul Reubens' Dark Secret, The Thrill of the Chase, New Englandish</p>
<p> </p>";4900;2011-02-28 14:57:00+00:00
43;My Brother, My Brother and Me 43: A Horse Called Robbie;A Horse Called Robbie;"<p>
<p>In this monster of an episode, we discuss important topics that affect the lives of everyday Joes and Janes like yourself. Heck, it might also affect ordinary Toms, Dicks, Harrys, Lucys, Moniques and Reginalds, too. We don't know. They haven't heard it yet.</p>
<p>Suggested talking points: Juju Magic, Elizabeth Shue's Shoes, Occupied, Annual Compliments, Ladycats, Cheek Moustaches, Mini Marshmallow Justice, Justin Timberhorse</p>
</p>";3110;2011-02-21 15:06:26+00:00
42;My Brother, My Brother and Me 42: Cracklin' Mendes;Cracklin' Mendes;"<p>
<p>Hey, the internet: Will you be our Valentine? We'd be really, really great at it. We promise to shower you with gifts, by which we mean ""give you this one podcast, right now, for free."" Trust us, that's way better than a selection from Kay -- precious jewelry tarnishes over time. Our wisdom does not.</p>
<p>Suggested talking points: A visit from Vanessa Hudgens, Love DVDs, Businesstown, Hancock Goofs, Broodwife, William H. Macy in Cougarman and Gooseman, 214 It, Three Engagement Rings, Campfires and Baby Skin</p>
</p>";3203;2011-02-14 15:06:23+00:00
